@RELATION Bugcatchers-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE DataClumps NUMERIC
    @ATTRIBUTE MessageChains NUMERIC
    @ATTRIBUTE MiddleMan NUMERIC
    @ATTRIBUTE SpeculativeGenerality NUMERIC
    @ATTRIBUTE SwitchStatements NUMERIC
    @ATTRIBUTE MessageChains2 NUMERIC
    @ATTRIBUTE blank NUMERIC
    @ATTRIBUTE comment NUMERIC
    @ATTRIBUTE code NUMERIC
    @ATTRIBUTE codeLines NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,19,0,24,187,0,0,0,1,0,0,19,143,24,24,false
    1,0,34,0,37,351,0,0,0,1,0,0,35,278,37,37,false
    1,0,30,0,32,263,0,0,0,1,0,0,32,198,32,32,false
    1,0,37,0,41,336,0,0,0,1,0,0,41,253,41,41,false
    1,0,4,0,6,46,0,0,0,1,0,0,4,35,6,6,false
    1,0,2,0,4,42,0,0,0,1,0,0,2,35,4,4,false
    1,0,80,0,107,899,0,0,0,1,0,0,90,626,105,105,true
    1,0,152,0,166,1463,0,0,0,1,0,0,155,1139,166,166,false
    1,0,16,0,20,187,0,0,0,1,0,0,18,148,20,20,false
    1,0,14,0,17,144,0,0,0,1,0,0,17,109,17,17,false
    1,0,2,0,9,56,0,0,0,0,0,0,4,42,9,9,false
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,1,0,3,36,0,0,0,1,0,0,2,30,3,3,false
    1,0,1,0,3,38,0,0,0,1,0,0,3,31,3,3,false
    1,0,12,21,43,162,0,0,0,1,0,0,37,81,43,43,false
    1,0,2,8,12,52,0,0,0,1,0,0,5,34,12,12,false
    1,0,5,0,7,51,0,0,0,1,0,0,5,38,7,7,false
    1,0,1,4,18,59,0,0,0,0,0,0,6,34,18,18,false
    1,0,1,2,9,48,0,0,0,0,0,0,4,34,9,9,false
    1,0,14,0,23,198,0,0,0,1,0,0,17,157,23,23,false
    1,0,25,0,30,286,0,0,0,1,0,0,29,226,30,30,false
    1,0,372,0,404,3416,0,0,0,1,0,0,385,2626,404,404,true
    1,0,1,0,3,36,0,0,0,1,0,0,3,29,3,3,false
    1,0,3,0,10,66,0,0,0,0,0,0,6,49,10,10,false
    1,0,2,0,8,53,0,0,0,1,0,0,4,40,8,8,false
    1,0,4,0,13,74,0,0,0,0,0,0,8,52,13,13,false
    1,0,2,0,4,41,0,0,0,1,0,0,2,34,4,4,false
    1,0,90,0,92,511,0,0,0,1,0,0,94,324,92,92,false
    8,0,46,0,201,612,0,0,1,0,0,0,62,348,201,201,false
    1,0,5,0,7,62,0,0,0,1,0,0,6,48,7,7,false
    1,0,2,0,4,42,0,0,0,1,0,0,3,34,4,4,false
    1,0,15,0,38,248,0,0,0,1,0,0,19,190,38,38,false
    1,0,37,0,46,324,0,0,0,1,0,0,43,234,46,46,false
    1,0,11,0,16,130,0,0,0,1,0,0,11,102,16,16,false
    1,0,25,0,38,429,0,0,0,1,0,0,29,351,37,37,true
    1,0,4,0,7,56,0,0,0,1,0,0,5,43,7,7,false
    1,0,3,0,10,57,0,0,0,0,0,0,5,41,10,10,false
    1,0,3,0,5,41,0,0,0,1,0,0,3,32,5,5,false
    1,0,11,0,13,85,0,0,0,1,0,0,11,60,13,13,false
    1,0,2,0,11,61,0,0,0,0,0,0,4,45,11,11,false
    1,0,3,0,6,45,0,0,0,1,0,0,3,35,6,6,false
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,36,0,39,345,0,0,0,1,0,0,37,267,39,39,false
    1,0,40,0,45,400,0,0,0,1,0,0,42,312,45,45,false
    4,0,3,0,31,96,0,0,0,0,0,0,9,55,31,31,false
    1,0,2,1,18,73,0,0,1,0,0,0,7,47,18,18,false
    1,0,4,0,13,72,0,0,0,0,0,0,6,52,13,13,false
    1,0,11,0,19,182,0,0,0,1,0,0,12,140,18,18,true
    1,0,5,0,8,72,0,0,0,1,0,0,6,57,8,8,false
    1,0,1,0,3,35,0,0,0,1,0,0,3,28,3,3,false
    1,0,12,0,15,142,0,0,0,1,0,0,13,113,15,15,false
    1,0,24,0,28,235,0,0,0,1,0,0,27,179,28,28,false
    1,0,5,0,7,51,0,0,0,1,0,0,5,38,7,7,false
    1,0,10,0,45,185,0,0,0,0,0,0,26,113,45,45,true
    1,0,2,0,6,46,0,0,0,1,0,0,4,35,6,6,false
    1,0,12,0,19,177,0,0,0,1,0,0,16,140,19,19,true
    1,0,3,0,5,54,0,0,0,1,0,0,4,44,5,5,false
    1,0,2,0,6,44,0,0,0,1,0,0,5,32,6,6,false
    1,0,1,4,25,63,0,1,1,0,0,1,9,28,25,25,false
    1,0,5,0,11,127,0,0,0,0,0,0,9,106,11,11,false
    84,0,10,0,492,909,0,4,1,0,0,0,96,303,489,489,true
    10,0,0,0,117,251,1,1,0,0,0,1,32,101,117,117,false
    1,0,1,4,20,58,0,0,1,0,0,0,9,28,20,20,false
    2,0,9,0,103,289,1,1,1,0,0,1,34,145,100,100,true
    1,0,8,0,11,98,0,0,0,1,0,0,10,76,11,11,false
    10,0,0,0,109,273,1,0,0,0,0,0,29,134,109,109,false
    12,0,8,0,102,291,0,0,0,2,0,0,21,167,102,102,false
    19,0,8,0,138,378,0,0,0,0,0,0,43,196,138,138,false
    4,0,3,0,28,75,0,2,0,1,0,2,7,39,28,28,false
    8,0,3,0,51,101,0,1,0,0,0,1,8,41,51,51,false
    3,0,2,1,28,70,0,1,0,0,0,1,6,35,28,28,false
    3,0,3,0,21,67,0,1,0,1,0,1,7,38,21,21,false
    9,0,1,2,39,82,0,2,0,0,0,2,7,35,39,39,false
    4,0,3,0,27,82,0,4,0,1,0,4,8,46,27,27,false
    3,0,2,1,21,64,0,1,0,1,0,1,7,35,21,21,false
    2,0,2,0,11,53,0,0,0,1,0,0,5,36,11,11,false
    3,0,2,1,23,66,0,1,0,1,0,1,7,35,23,23,false
    2,0,2,0,11,52,0,0,0,1,0,0,5,35,11,11,false
    4,0,3,0,32,78,0,3,0,1,0,3,7,38,32,32,false
    4,0,3,0,22,70,0,3,0,0,0,3,7,40,22,22,false
    1,0,2,0,8,53,0,1,0,1,0,1,5,39,8,8,false
    2,0,2,0,10,51,0,0,0,1,0,0,5,35,10,10,false
    2,0,2,0,11,52,0,0,0,1,0,0,5,35,11,11,false
    2,0,2,0,11,52,0,0,0,1,0,0,5,35,11,11,false
    8,0,4,0,39,98,0,1,0,1,0,1,10,48,39,39,false
    20,0,2,2,65,114,0,5,0,0,0,5,8,40,65,65,false
    10,0,3,0,79,132,0,10,0,1,0,10,13,39,79,79,false
    2,0,2,0,10,50,0,0,0,1,0,0,5,34,10,10,false
    4,0,5,0,44,105,0,2,0,2,0,2,14,46,44,44,false
    3,0,6,0,50,109,0,1,0,0,0,1,10,48,50,50,false
    7,0,4,1,54,110,0,6,0,3,0,6,13,42,54,54,false
    1,0,2,3,44,87,0,0,1,0,0,0,10,32,44,44,false
    34,0,5,0,155,235,0,9,0,1,0,9,25,54,155,155,false
    36,0,1,0,144,235,0,16,0,2,0,16,17,73,141,141,true
    19,0,5,0,123,207,0,14,0,3,0,14,23,60,123,123,false
    6,0,5,0,41,94,0,8,0,1,0,8,10,42,41,41,false
    25,0,5,0,125,201,0,6,0,0,0,6,21,54,125,125,false
    13,0,5,0,90,159,0,8,0,0,0,8,12,56,90,90,false
    26,0,5,0,124,213,0,10,0,1,0,10,17,71,124,124,false
    109,0,6,0,447,609,0,30,0,0,0,30,39,123,454,454,true
    36,0,5,0,162,240,0,21,0,1,0,21,19,58,162,162,false
    38,0,5,0,178,293,0,14,0,1,0,14,31,83,178,178,false
    14,0,5,0,73,139,0,6,0,1,0,6,15,50,73,73,false
    30,0,2,3,164,253,0,5,0,0,0,5,23,65,164,164,false
    15,0,6,0,88,248,0,6,0,1,1,6,40,119,88,88,false
    1,0,2,3,91,139,0,0,1,0,0,0,12,35,91,91,false
    289,0,5,0,1188,1613,0,98,0,1,0,98,138,286,1188,1188,false
    18,0,5,0,106,181,0,10,0,1,0,10,13,61,106,106,false
    3,0,2,3,48,93,0,0,0,0,0,0,10,34,48,48,false
    14,0,5,0,73,139,0,6,0,1,0,6,15,50,73,73,false
    197,0,8,1,829,1244,0,77,0,2,0,77,98,316,829,829,false
    20,0,5,0,150,247,0,10,0,1,0,10,15,81,150,150,false
    11,0,5,0,73,139,0,8,0,1,0,8,10,55,73,73,false
    12,0,5,0,72,131,0,6,0,1,0,6,15,43,72,72,false
    112,0,7,0,444,637,0,25,0,0,0,25,47,145,444,444,false
    36,0,5,0,239,472,0,14,0,1,0,14,36,196,239,239,false
    92,0,7,0,448,721,0,40,0,1,0,40,39,230,442,442,true
    1,0,1,4,27,66,0,0,0,0,0,0,10,28,27,27,false
    4,0,9,0,60,141,0,0,0,5,0,0,17,63,60,60,false
    9,0,9,0,272,416,0,4,0,0,0,4,41,95,259,259,true
    63,0,3,0,286,436,0,36,0,1,0,36,54,95,286,286,false
    1,0,4,0,25,87,1,0,1,0,0,0,13,49,25,25,false
    30,0,2,0,85,145,1,7,0,0,0,7,10,49,85,85,false
    1,0,2,0,10,51,0,0,0,0,0,0,5,35,10,10,false
    11,0,3,0,56,118,0,10,0,0,0,10,18,43,56,56,false
    1,0,3,0,15,63,0,0,0,2,0,0,7,40,15,15,false
    14,0,3,0,61,164,0,5,0,1,0,5,28,74,61,61,false
    6,0,3,0,36,133,0,2,0,1,0,2,17,79,36,36,false
    6,0,3,0,36,132,0,1,0,1,0,1,17,78,36,36,false
    1,0,1,4,31,72,0,1,1,0,0,1,12,28,31,31,false
    25,0,12,0,224,487,0,0,0,0,0,0,57,205,224,224,false
    39,0,0,0,287,498,0,0,1,4,0,0,52,149,273,273,true
    1,0,0,0,100,181,1,0,0,0,0,0,13,65,91,91,true
    11,0,0,0,100,155,0,0,0,0,0,0,17,37,100,100,false
    11,0,0,0,60,118,0,0,0,0,0,0,10,47,60,60,false
    7,0,0,0,60,159,0,0,0,0,0,0,15,83,60,60,false
    32,0,0,0,257,448,0,5,0,1,0,5,49,141,257,257,false
    2,0,3,0,14,69,0,0,0,0,0,0,5,49,14,14,false
    3,0,0,0,31,71,0,1,0,1,0,1,7,32,31,31,false
    17,0,0,0,138,248,0,1,0,0,0,1,29,80,138,138,false
    7,0,7,0,37,107,0,0,0,0,0,0,13,56,37,37,false
    55,0,0,0,336,548,1,2,0,0,0,0,57,154,336,336,false
    1,0,0,0,16,71,0,0,0,0,0,0,8,46,16,16,false
    27,0,25,0,266,532,0,0,0,0,0,0,49,216,266,266,false
    17,0,6,0,98,186,0,3,0,1,0,0,18,69,98,98,false
    18,0,0,0,100,202,0,1,0,0,0,0,24,77,100,100,false
    28,0,5,1,236,344,0,4,0,1,1,2,38,66,231,231,true
    1,0,5,0,11,71,0,0,0,1,0,0,7,52,11,11,false
    3,0,3,0,22,77,0,2,0,0,0,1,10,44,22,22,false
    5,0,4,0,34,102,0,0,1,0,0,0,10,57,34,34,false
    22,0,0,0,164,361,0,2,0,6,0,0,48,148,164,164,false
    1,0,4,0,12,64,0,0,0,0,0,0,6,45,12,12,false
    5,0,6,0,41,126,0,0,1,0,0,0,12,72,41,41,false
    12,0,0,0,115,176,0,0,0,0,0,0,22,38,115,115,false
    57,0,0,0,245,481,1,0,0,7,0,0,64,171,245,245,false
    1,0,0,0,45,110,1,0,0,0,0,0,13,51,45,45,false
    62,0,8,0,509,808,0,2,0,0,0,0,97,201,509,509,true
    1,0,2,0,6,46,0,0,0,0,0,0,4,35,6,6,false
    1,0,2,0,6,42,0,0,0,0,0,0,3,32,6,6,false
    1,0,0,0,35,140,0,0,1,0,0,0,20,84,35,35,false
    9,0,0,0,47,128,0,0,0,0,0,0,19,61,47,47,false
    1,0,0,0,4,31,0,0,0,0,0,0,3,23,4,4,false
    26,0,0,0,201,344,0,1,0,0,0,1,36,107,201,201,false
    1,0,3,0,9,55,0,0,0,0,0,0,6,39,9,9,false
    24,0,0,0,152,273,0,0,0,1,0,0,32,88,152,152,false
    1,0,0,0,11,54,0,0,0,0,0,0,6,36,11,11,false
    47,0,0,0,226,384,0,0,0,2,0,0,32,125,226,226,false
    49,0,0,0,401,626,0,3,1,0,0,0,94,130,401,401,true
    16,0,0,0,144,260,0,1,0,0,0,0,27,88,144,144,false
    1,0,2,0,17,63,0,0,0,0,0,0,6,39,17,17,false
    1,0,4,0,6,49,0,0,0,1,0,0,4,38,6,6,false
    1,0,2,0,5,47,0,0,0,1,0,0,5,36,5,5,false
    2,0,1,1,20,56,0,0,0,0,0,0,7,28,20,20,false
    1,0,3,0,6,61,0,0,0,1,0,0,5,49,6,6,false
    4,0,11,0,59,163,0,0,0,0,0,0,15,65,39,39,true
    1,0,4,0,12,65,0,0,0,0,0,0,6,46,12,12,false
    2,0,6,0,28,89,0,0,0,0,0,0,11,49,28,28,false
    1,0,14,0,17,126,0,0,0,1,0,0,15,85,16,16,true
    1,0,2,0,5,48,0,0,0,0,0,0,5,37,5,5,false
    1,0,4,0,21,77,0,0,0,0,0,0,8,47,21,21,false
    3,0,3,0,34,85,0,0,0,0,0,0,12,38,34,34,false
    1,0,3,1,20,72,0,1,0,0,0,0,11,40,20,20,false
    3,0,2,0,28,74,0,0,0,1,0,0,10,35,28,28,false
    6,0,3,0,50,105,0,0,1,0,0,0,6,45,29,29,true
    23,0,9,1,195,341,0,3,0,0,0,3,34,73,104,104,true
    1,0,3,0,15,67,0,0,0,0,0,0,7,44,15,15,false
    8,0,1,1,54,114,0,1,0,0,0,0,13,46,54,54,false
    1,0,2,0,14,61,0,0,1,0,0,0,5,31,8,8,true
    25,0,1,2,142,228,0,15,0,0,0,15,17,68,142,142,false
    5,0,2,0,24,69,0,4,0,0,0,4,9,35,24,24,false
    3,0,1,3,64,116,1,2,1,0,0,1,19,32,64,64,false
    54,0,3,12,271,405,0,4,0,0,0,0,66,45,214,214,true
    3,0,2,2,39,86,0,0,0,0,0,0,11,33,39,39,true
    3,0,1,4,65,116,1,0,1,0,0,0,18,32,65,65,false
    2,0,1,1,20,65,0,0,0,0,0,0,7,37,20,20,false
    17,0,4,0,95,195,0,0,0,1,0,0,27,71,93,93,false
    23,0,4,2,160,253,0,0,0,1,0,0,36,56,160,160,false
    1,0,1,3,23,55,0,0,0,1,0,0,5,26,23,23,false
    1,0,6,0,12,69,0,0,0,0,0,0,9,47,12,12,false
    1,0,1,3,23,54,0,0,0,1,0,0,4,26,23,23,false
    1,0,4,0,18,77,0,0,0,0,0,0,9,49,18,18,false
    1,0,2,0,5,41,0,0,0,1,0,0,3,32,5,5,false
    1,0,9,0,11,101,0,0,0,0,0,0,12,77,11,11,false
    2,0,6,0,234,383,0,3,1,1,0,0,44,104,234,234,false
    1,0,4,0,17,71,0,0,0,1,0,0,4,49,17,17,false
    1,0,2,1,22,69,0,0,0,1,0,0,10,36,22,22,false
    2,0,2,1,47,96,0,1,0,1,0,1,10,38,47,47,false
    4,0,3,0,49,98,0,4,0,1,0,3,10,38,49,49,false
    11,0,3,0,72,131,0,2,0,1,0,1,19,39,72,72,false
    2,0,3,0,21,69,0,0,0,1,0,0,9,38,21,21,false
    1,0,3,1,19,66,0,2,1,1,0,2,9,37,19,19,false
    2,0,3,0,20,75,0,0,0,1,0,0,11,43,20,20,false
    1,0,3,1,19,66,0,2,1,1,0,2,9,37,19,19,false
    9,0,5,0,220,355,0,1,1,4,0,0,40,94,220,220,false
    5,0,5,0,55,131,0,0,0,0,0,0,10,65,55,55,false
    1,0,2,7,56,107,0,0,1,2,0,0,15,35,56,56,false
    22,0,6,0,179,337,0,1,0,2,0,0,42,115,179,179,false
    12,0,9,0,60,137,0,0,0,0,0,0,12,64,60,60,false
    1,0,4,0,9,57,0,0,0,0,0,0,5,42,9,9,false
    1,0,3,0,24,86,0,0,1,0,0,0,9,49,23,23,false
    1,0,11,0,56,175,0,0,1,0,0,0,16,102,56,56,false
    60,0,25,0,356,684,0,2,0,6,0,1,70,253,356,356,true
    56,0,7,1,291,464,0,23,0,0,0,23,51,121,291,291,false
    4,0,6,1,125,251,0,2,1,2,0,0,29,96,125,125,false
    21,0,13,0,463,791,0,53,0,4,0,50,101,221,464,464,false
    1,0,6,0,36,128,0,0,1,0,0,0,14,77,36,36,false
    2,0,3,0,37,106,0,2,1,0,0,2,14,54,37,37,false
    1,0,3,1,70,135,0,1,0,1,0,0,24,40,70,70,false
    7,0,2,1,73,137,0,1,0,0,0,0,20,44,73,73,true
    1,0,1,3,15,58,0,0,1,1,0,0,8,34,15,15,false
    1,0,8,0,39,126,1,0,0,0,0,0,19,67,39,39,false
    1,0,8,0,39,125,1,0,0,0,0,0,18,67,39,39,false
    1,0,8,0,39,125,1,0,0,0,0,0,18,67,39,39,false
    2,0,5,0,40,102,0,0,0,0,0,0,10,51,40,40,false
    47,0,18,0,237,503,0,8,0,0,0,0,58,207,237,237,false
    20,0,18,0,161,345,0,2,0,5,0,0,36,147,161,161,false
    2,0,0,0,57,123,0,0,0,0,0,0,16,49,57,57,false
    3,0,11,0,54,176,0,0,0,0,0,0,27,94,54,54,false
    5,0,9,2,85,173,0,0,1,0,0,0,19,68,85,85,false
    24,0,9,1,159,267,0,8,0,3,0,7,26,81,159,159,false
    161,0,42,0,1241,1989,0,40,1,3,0,32,187,543,1218,1218,true
    19,0,12,0,148,268,1,1,1,9,0,1,32,80,139,139,true
    44,0,5,4,324,454,1,11,0,0,0,8,84,46,322,322,true
    1,0,7,0,90,184,0,3,0,0,0,3,23,70,90,90,false
    2,0,5,0,37,99,0,0,0,0,0,0,10,51,37,37,false
    11,0,0,0,108,218,1,1,1,8,0,1,30,79,108,108,false
    9,0,0,0,160,274,0,5,1,1,0,5,37,76,160,160,false
    3,0,0,0,146,247,0,2,0,0,0,1,33,67,146,146,false
    1,0,0,0,62,203,0,0,0,0,0,0,23,117,62,62,false
    1,0,0,0,69,146,0,0,0,0,0,0,21,55,69,69,false
    39,0,5,4,357,495,1,11,1,0,0,7,101,44,368,368,true
    1,0,0,0,87,178,0,0,0,0,0,0,25,65,87,87,false
    9,0,2,0,96,197,0,0,1,1,0,0,29,71,96,96,false
    2,0,0,0,32,89,0,0,1,0,0,0,13,43,32,32,false
    3,0,7,0,62,138,0,4,0,1,0,0,18,57,62,62,false
    4,0,7,0,63,126,0,0,1,0,0,0,14,48,63,63,false
    6,0,16,0,98,223,0,5,0,6,0,4,27,97,98,98,false
    54,0,12,0,388,651,0,1,0,3,0,0,67,195,388,388,false
    7,0,6,1,82,173,0,0,0,0,0,0,22,68,82,82,false
    4,0,4,0,40,97,0,0,0,0,0,0,13,43,40,40,false
    30,0,4,0,209,320,0,2,0,0,0,0,46,64,209,209,false
    10,0,9,1,140,297,0,0,1,1,0,0,43,113,140,140,false
    1,0,4,0,110,195,0,1,1,4,0,0,21,63,110,110,false
    1,0,1,0,3,33,0,0,0,0,0,0,3,26,3,3,false
    1,0,1,0,3,34,0,0,0,0,0,0,4,26,3,3,false
    24,0,21,0,236,424,1,2,0,7,0,0,42,134,235,235,false
    1,0,5,0,8,65,0,0,0,1,0,0,7,49,8,8,false
    12,0,15,0,138,292,1,1,0,3,0,1,34,119,138,138,false
    1,0,2,0,5,43,0,0,0,0,0,0,5,32,5,5,false
    2,0,5,0,29,96,0,0,0,0,0,0,14,52,29,29,false
    8,0,9,0,57,137,0,0,0,2,0,0,19,60,57,57,false
    13,0,5,0,102,310,0,0,0,0,0,0,21,186,102,102,false
    1,0,4,1,21,68,0,2,1,1,0,2,8,38,21,21,false
    18,0,2,0,202,356,0,1,1,10,0,0,48,105,202,202,false
    1,0,3,0,21,67,0,0,0,1,0,0,10,35,21,21,false
    15,0,2,1,105,185,0,2,0,1,0,0,18,53,105,105,true
    8,0,2,1,94,157,0,1,0,1,0,0,18,44,94,94,false
    1,0,4,0,22,77,0,0,1,2,0,0,10,44,22,22,false
    1,0,0,0,21,76,0,0,1,1,0,0,10,44,21,21,false
    2,0,4,0,33,85,0,2,1,0,0,2,11,40,33,33,false
    1,0,3,0,18,66,0,0,0,1,0,0,10,37,18,18,false
    3,0,3,0,41,93,0,1,0,1,0,1,11,40,41,41,false
    5,0,7,0,59,133,0,4,0,3,0,4,14,59,59,59,false
    1,0,0,0,14,55,0,0,1,1,0,0,8,32,14,14,false
    1,0,3,0,17,61,0,0,1,1,0,0,8,35,17,17,false
    1,0,3,0,42,97,0,3,1,1,0,3,19,35,42,42,false
    2,0,3,0,31,76,0,0,0,1,0,0,11,33,31,31,false
    12,0,7,0,76,168,0,1,0,0,0,0,21,70,76,76,false
    19,0,15,3,710,1157,0,4,0,3,0,4,138,281,670,670,true
    1,0,1,4,25,63,0,0,1,0,0,0,9,28,25,25,false
    12,0,3,0,88,219,0,0,0,0,0,0,28,102,88,88,false
    1,0,0,0,22,77,0,0,1,1,0,0,9,45,22,22,false
    1,0,0,0,22,77,0,0,1,1,0,0,9,45,22,22,false
    2,0,4,0,23,72,0,1,0,0,0,1,9,39,23,23,false
    37,0,0,0,373,630,1,0,0,2,2,0,64,196,362,362,true
    1,0,3,0,14,66,0,0,0,0,0,0,8,43,14,14,false
    1,0,2,0,5,43,0,0,0,1,0,0,4,33,5,5,false
    14,0,3,0,87,160,0,2,1,0,1,0,18,54,87,87,false
    26,0,5,0,443,737,0,9,0,0,0,4,115,177,444,444,true
    5,0,3,0,27,81,0,0,0,0,0,0,9,44,24,24,false
    13,0,3,0,97,160,0,3,0,1,0,2,20,42,97,97,false
    1,0,3,0,20,65,0,0,1,1,0,0,7,37,20,20,false
    82,0,10,0,548,952,0,11,1,7,0,3,88,294,513,513,true
    19,0,8,0,106,243,0,1,1,2,0,1,19,117,106,106,false
    1,0,7,1,37,113,0,0,1,0,0,0,14,61,37,37,false
    103,0,2,0,568,805,0,50,1,3,0,50,72,156,560,560,true
    48,0,3,0,315,574,0,12,1,3,0,7,72,186,315,315,false
    58,0,10,0,385,743,0,1,0,0,0,1,81,276,385,385,false
    12,0,7,0,71,148,0,0,0,0,0,0,16,60,71,71,false
    9,0,4,0,57,130,0,1,1,0,0,1,15,57,57,57,false
    1,0,4,0,16,63,0,0,1,0,0,0,6,40,16,16,false
    46,0,2,0,585,848,0,5,1,11,0,3,89,173,585,585,false
    16,0,18,0,443,626,0,1,0,0,0,0,58,124,434,434,true
    1,0,3,0,5,46,0,0,0,1,0,0,4,36,5,5,false
    1,0,5,0,7,56,0,0,0,1,0,0,6,42,7,7,false
    15,0,4,0,47,114,0,2,1,0,0,0,16,50,47,47,false
    1,0,2,0,4,97,0,0,0,0,0,0,4,88,4,4,false
    1,0,4,0,9,53,0,0,0,0,0,0,7,36,9,9,false
    1,0,5,0,17,74,0,0,0,0,0,0,9,47,17,17,false
    1,0,5,0,17,75,0,0,0,0,0,0,10,47,17,17,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    5,0,4,0,36,86,0,3,0,1,0,3,10,39,36,36,false
    3,0,4,0,26,73,0,1,0,0,0,1,7,39,26,26,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    12,0,4,0,61,112,0,6,0,0,0,6,13,37,61,61,false
    19,0,4,0,98,169,0,16,0,0,0,16,28,42,98,98,false
    3,0,4,0,26,74,0,1,0,0,0,1,7,40,26,26,false
    3,0,4,0,26,73,0,1,0,0,0,1,7,39,26,26,false
    3,0,4,0,26,69,0,1,0,0,0,1,7,35,26,26,false
    5,0,4,0,37,86,0,3,0,1,0,3,10,38,37,37,false
    3,0,4,0,26,73,0,1,0,0,0,1,7,39,26,26,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    10,0,4,0,43,91,0,3,0,1,0,3,9,38,43,43,false
    3,0,4,0,26,72,0,1,0,0,0,1,7,38,26,26,false
    3,0,4,0,28,76,0,2,0,1,0,2,8,39,28,28,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    2,0,4,0,20,65,0,0,0,1,0,0,7,37,20,20,false
    2,0,4,0,20,65,0,0,0,1,0,0,7,37,20,20,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    5,0,5,0,38,90,0,4,0,0,0,4,10,41,38,38,false
    3,0,4,0,27,73,0,1,0,0,0,1,8,37,27,27,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    3,0,4,0,26,72,0,1,0,0,0,1,6,39,26,26,false
    4,0,4,0,33,82,0,1,0,0,0,1,9,39,33,33,false
    3,0,4,0,26,72,0,1,0,0,0,1,7,38,26,26,false
    3,0,4,0,26,75,0,1,0,0,0,1,8,40,26,26,false
    5,0,4,0,35,84,0,1,0,0,0,1,8,40,35,35,false
    6,0,4,0,42,93,0,4,0,0,0,4,8,42,42,42,false
    3,0,4,0,26,77,0,2,0,0,0,2,8,42,26,26,false
    5,0,4,0,38,82,0,3,0,0,0,3,7,36,38,38,false
    5,0,4,0,37,84,0,4,0,1,0,4,7,39,37,37,false
    3,0,4,0,28,75,0,1,0,0,0,1,7,39,28,28,false
    3,0,4,0,26,70,0,1,0,0,0,1,7,36,26,26,false
    2,0,4,0,23,68,0,2,0,1,0,2,8,36,23,23,false
    6,0,4,0,40,89,0,1,0,0,0,1,10,38,40,40,false
    7,0,4,0,40,93,0,2,0,1,0,2,7,45,40,40,false
    11,0,4,0,51,99,0,5,0,0,0,5,8,39,51,51,false
    2,0,4,0,20,67,0,1,0,1,0,1,8,38,20,20,false
    4,0,4,0,29,79,0,3,0,0,0,3,7,42,29,29,false
    5,0,4,0,36,86,0,3,0,1,0,3,9,40,36,36,false
    5,0,4,0,40,87,0,3,0,1,0,3,8,38,40,40,false
    2,0,4,0,22,67,0,2,0,1,0,2,7,37,22,22,false
    2,0,4,0,20,66,0,1,0,1,0,1,8,37,20,20,false
    2,0,4,0,20,65,0,0,0,1,0,0,7,37,20,20,false
    3,0,4,0,26,71,0,0,0,1,0,0,7,37,25,25,true
    4,0,4,0,33,77,0,2,0,0,0,2,7,36,33,33,false
    2,0,4,0,20,65,0,0,0,1,0,0,7,37,20,20,false
    2,0,4,0,20,65,0,0,0,1,0,0,7,37,20,20,false
    2,0,4,0,23,68,0,0,0,1,0,0,7,37,23,23,false
    2,0,1,3,20,69,0,0,0,1,0,0,10,38,20,20,false
    3,0,4,0,27,72,0,2,0,1,0,2,7,37,27,27,false
    3,0,4,0,26,73,0,1,0,0,0,1,7,39,26,26,false
    5,0,4,0,32,83,0,5,0,0,0,5,9,41,32,32,false
    3,0,4,0,30,77,0,1,0,0,0,1,8,38,30,30,false
    3,0,4,0,26,73,0,1,0,0,0,1,8,38,26,26,false
    4,0,4,0,30,80,0,2,0,0,0,2,10,39,30,30,false
    3,0,4,0,26,71,0,1,0,0,0,1,8,36,26,26,false
    4,0,4,0,30,77,0,2,0,0,0,2,8,38,30,30,false
    4,0,4,0,30,77,0,2,0,0,0,2,8,38,30,30,false
    3,0,4,0,26,71,0,1,0,0,0,1,8,36,26,26,false
    3,0,4,0,26,71,0,1,0,0,0,1,8,36,26,26,false
    3,0,4,0,26,70,0,1,0,0,0,1,8,36,26,26,false
    7,0,4,0,47,95,0,2,0,1,0,2,8,39,47,47,false
    5,0,6,0,42,95,0,4,0,0,0,4,11,41,42,42,false
    3,0,4,0,31,77,0,1,0,0,0,1,9,36,31,31,false
