    @RELATION Mylyn-3.1-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0.0588235,1,0,0,2,0.0588235,1,0,0,0,0,0,16,28,8,0,8,0,1,7,1,0,1,1,7,1,0,16,28,8,0,8,0,1,7,1,0,1,1,7,1,0,false
    0,0,0,0,0,0,0,0,1,4,4,16,7,0,0,4,9,1,0.54902,56,56,1,0,0.491228,56,0,0,0,0,0,46,104,0,1,0,1,5,0,0,0,5,20,0,0,0,58,119,0,1,0,1,7,0,2,0,7,25,0,2,0,false
    0,0,0,0,0,0,0,0,1,1,1,6,0,1,1,0,5,0.2,0.205128,8,5,1,4,0.205128,8,0,0,0,0,0,31,40,3,2,3,2,5,0,4,0,5,14,0,4,0,31,40,3,2,3,2,5,0,4,0,5,14,0,4,0,false
    0.0680111,1,14,2,0.055336,0.072,42,36,1,5,5,130,4,1,1,4,17,0.75,0.3264,204,88,3,1,0.294781,209,0,0,1,1,0,421,663,3,2,3,2,13,0,3,0,13,296,0,3,0,500,759,7,7,7,5,25,0,14,0,32,328,0,20,0,false
    0,0,0,0,0,0,0,0,1,1,1,5,4,0,0,6,8,1,0.510204,25,22,1,0,0.510204,25,1,1,0,0,1,24,37,6,3,3,1,2,2,0,0,15,10,2,3,0,24,37,6,3,3,1,2,2,0,0,15,10,2,3,0,false
    0,0,0,0,0,0,0,0,4,1,1,21,4,3,6,3,18,0.333333,0.176871,26,10,2,4,0.196319,32,0,0,1,1,0,121,174,7,2,7,2,15,1,5,2,15,70,1,5,2,131,190,7,2,7,2,17,1,7,2,17,73,1,7,2,true
    0,0,0,0,0,0,0,0,0,0,0,8,0,10,6,0,8,0.111111,0.25,4,4,1,8,0.25,4,0,0,1,3,0,12,21,0,6,0,6,8,0,8,1,8,1,0,8,1,12,21,0,6,0,6,8,0,8,1,8,1,0,8,1,false
    0.0323887,1,6,2,0.0421456,0.0524934,22,20,1,5,5,58,6,12,12,8,31,0.0909091,0.117647,38,20,1,10,0.0992908,42,0,0,2,2,0,285,402,20,4,20,4,23,0,10,2,23,173,0,10,2,381,522,20,4,20,4,34,0,18,2,34,228,0,18,2,true
    0,0,0,0,0,0,0,0,2,1,1,12,1,4,5,1,10,0.2,0.142857,8,7,2,8,0.158537,13,0,0,0,0,0,48,68,5,1,5,1,9,0,9,1,9,19,0,9,1,69,100,5,1,5,1,16,0,16,1,16,23,0,16,1,false
    0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,0,1,1,0.35,7,7,2,0,0.35,7,0,0,0,0,0,13,23,5,0,5,0,1,5,1,0,1,4,5,1,0,13,23,5,0,5,0,1,5,1,0,1,4,5,1,0,false
    0,0,0,0,0,0,0,0,1,3,3,11,0,11,1,0,3,1,0.208333,15,10,2,0,0.2,15,0,0,0,0,0,57,77,5,1,5,1,3,5,1,0,3,29,5,1,0,60,80,5,1,5,1,3,5,1,0,3,29,5,1,0,false
    0.141026,3,10,4,0.102804,0.159794,33,31,1,1,1,27,5,76,63,5,14,0.428571,0.37013,114,25,3,4,0.37013,114,0,0,0,0,0,194,321,81,7,81,7,9,72,6,0,9,73,72,6,0,194,321,81,7,81,7,9,72,6,0,9,73,72,6,0,true
    0.222441,2,10,2,0.121094,0.139013,31,31,2,7,3,53,1,11,20,1,19,0.0909091,0.0510204,10,7,1,10,0.0510638,12,0,0,0,0,0,186,212,5,2,5,2,18,1,10,2,18,113,1,10,2,223,256,7,2,7,2,24,1,16,2,24,128,1,16,2,false
    0,0,0,0,0,0,0,0,1,1,1,10,0,11,1,0,1,0.5,0.368421,14,4,1,1,0.368421,14,0,0,0,0,0,24,37,11,0,11,0,1,11,1,0,1,3,11,1,0,24,37,11,0,11,0,1,11,1,0,1,3,11,1,0,false
    0.659259,2,21,6,0.627273,0.663462,69,69,3,2,2,17,2,3,3,1,6,0.166667,0.0779221,6,3,1,5,0.0545455,6,0,0,0,0,0,71,77,0,0,0,0,5,0,5,1,5,32,0,5,1,104,110,0,0,0,0,8,0,8,1,8,47,0,8,1,false
    0.0351145,1,1,1,0.0409836,0.0482759,10,7,1,1,1,18,0,21,21,0,13,0.2,0.393939,65,65,2,8,0.328704,71,0,0,0,0,0,100,187,11,2,11,2,13,2,9,5,13,52,2,9,5,145,244,12,2,12,2,16,2,12,5,16,79,2,12,5,false
    0,0,0,0,0,0,0,0,3,1,1,18,0,3,3,0,11,0.111111,0.0961538,10,9,1,8,0.075188,10,0,0,0,0,0,94,127,6,1,6,1,11,0,8,2,11,54,0,8,2,123,162,7,2,7,2,17,0,14,2,17,67,0,14,2,false
    0,0,0,0,0,0,0,0,3,1,1,9,2,4,3,2,8,0.25,0.0925926,5,5,1,3,0.0833333,5,0,0,0,0,0,49,62,5,1,5,1,6,0,3,0,6,22,0,3,0,55,69,5,1,5,1,7,0,4,0,7,25,0,4,0,false
    0,0,0,0,0,0,0,0,1,2,1,12,0,6,10,0,7,0.285714,0.145161,9,8,2,5,0.145161,9,0,0,3,3,0,53,73,6,0,6,0,7,0,6,0,7,26,0,6,0,53,73,6,0,6,0,7,0,6,0,7,26,0,6,0,false
    0.260274,1,4,1,0.133333,0.169492,10,10,3,3,3,12,0,2,2,0,6,0.2,0.177419,11,8,1,4,0.157143,11,0,0,1,1,0,51,64,2,0,2,0,6,0,4,1,6,27,0,4,1,59,75,2,0,2,0,9,0,7,1,9,29,0,7,1,false
    0.0538662,1,10,2,0.028169,0.0403361,24,24,2,3,3,59,7,14,12,2,25,0.222222,0.254473,128,79,2,7,0.199192,148,1,1,0,0,1,375,578,25,1,25,1,23,0,8,3,23,238,0,8,3,595,852,40,3,38,2,37,12,21,3,42,384,12,23,3,true
    0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,1,0.5,0.333333,5,3,1,1,0.333333,5,0,0,0,0,0,10,11,0,0,0,0,1,0,1,1,1,3,0,1,1,10,11,0,0,0,0,1,0,1,1,1,3,0,1,1,false
    0,0,0,0,0,0,0,0,2,2,1,18,3,2,7,2,18,0.0588235,0.0625,9,7,1,16,0.0494506,9,0,0,0,0,0,135,170,8,8,8,8,16,0,16,1,16,91,0,16,1,173,217,9,10,9,10,23,0,23,1,23,105,0,23,1,false
    0,0,0,0,0,0,0,0,1,0,0,3,1,4,3,0,3,0.25,0.333333,4,4,1,3,0.333333,4,0,0,1,1,0,8,12,0,2,0,2,3,0,3,0,3,1,0,3,0,8,12,0,2,0,2,3,0,3,0,3,1,0,3,0,false
    0.51358,3,21,4,0.430769,0.495146,56,51,3,3,3,29,5,0,0,2,16,0.0833333,0.0964912,11,5,1,11,0.0964912,11,1,1,0,0,1,103,130,4,2,4,2,14,0,11,1,14,51,0,11,1,103,130,4,2,4,2,14,0,11,1,14,51,0,11,1,false
    0,0,0,0,0,0,0,0,2,5,3,24,0,1,3,0,2,0.333333,0.142857,8,3,1,2,0.142857,8,0,0,0,0,0,48,51,0,0,0,0,2,0,2,0,2,30,0,2,0,48,51,0,0,0,0,2,0,2,0,2,30,0,2,0,false
    0.139142,3,6,3,0.153153,0.157303,34,28,2,4,3,41,7,3,2,12,29,0.111111,0.0573248,9,4,1,8,0.0531915,10,2,2,0,0,1,148,189,8,5,5,2,17,0,8,3,31,81,0,21,6,178,222,8,5,5,2,22,0,13,3,36,91,0,26,6,false
    0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0.0588235,1,0,0,2,0.0588235,1,0,0,0,0,0,16,26,8,0,8,0,1,7,1,0,1,1,7,1,0,16,26,8,0,8,0,1,7,1,0,1,1,7,1,0,false
    0,0,0,0,0,0,0,0,3,4,4,34,17,1,0,19,25,0.666667,0.0859375,11,6,2,1,0.0859375,11,2,2,0,0,1,117,132,1,0,1,0,6,1,2,0,13,59,1,7,0,117,132,1,0,1,0,6,1,2,0,13,59,1,7,0,false
    0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0909091,1,0,0,2,0.0909091,1,0,0,0,0,0,10,14,2,0,2,0,1,1,1,0,1,1,1,1,0,10,14,2,0,2,0,1,1,1,0,1,1,1,1,0,false
    0,0,0,0,0,0,0,0,3,4,4,23,7,3,13,8,15,0.5,0.247312,23,16,4,4,0.165605,26,0,0,0,0,0,70,99,2,0,2,0,7,0,7,1,7,35,0,7,1,131,174,6,2,6,2,12,0,12,1,12,67,0,12,1,false
    0,0,0,0,0,0,0,0,0,2,1,8,7,0,0,6,12,0.666667,0.142857,6,6,2,1,0.142857,6,1,1,0,0,1,36,45,0,8,0,6,6,0,2,0,12,14,0,6,0,36,45,0,8,0,6,6,0,2,0,12,14,0,6,0,false
    0,0,0,0,0,0,0,0,1,6,5,11,4,3,0,4,5,1,0.166667,7,3,1,0,0.166667,7,1,1,0,0,1,35,40,2,1,1,0,1,0,0,0,11,19,0,4,0,35,40,2,1,1,0,1,0,0,0,11,19,0,4,0,false
    0,0,0,0,0,0,0,0,1,4,4,17,12,5,6,11,15,0.666667,0.253731,17,9,2,1,0.242857,17,0,0,0,0,0,50,67,2,0,2,0,4,1,2,1,4,23,1,2,1,53,70,2,0,2,0,5,1,3,1,5,24,1,3,1,false
    0.0867257,1,4,1,0.0662983,0.0769231,12,12,3,5,5,39,4,7,9,5,17,0.153846,0.0877193,15,6,2,11,0.0877193,15,1,1,0,0,1,156,181,2,10,1,8,12,1,12,0,15,84,1,15,1,156,181,2,10,1,8,12,1,12,0,15,84,1,15,1,false
    0.126685,1,2,1,0.115789,0.130952,11,11,3,5,5,27,9,0,0,7,16,0.125,0.0769231,7,3,1,7,0.0769231,7,1,1,0,0,1,84,95,0,4,0,4,9,0,7,0,9,38,0,7,0,84,95,0,4,0,4,9,0,7,0,9,38,0,7,0,false
    0,0,0,0,0,0,0,0,1,3,2,28,12,20,23,13,27,0.25,0.151079,21,16,3,9,0.163265,24,0,0,0,0,0,118,159,9,6,9,6,14,3,11,2,14,60,3,11,2,123,166,9,6,9,6,15,3,12,2,15,61,3,12,2,false
    0,0,0,0,0,0,0,0,1,3,3,8,1,1,1,0,3,0.5,0.195122,8,5,1,1,0.195122,8,0,0,0,0,0,33,43,5,1,5,1,3,3,1,0,3,14,3,1,0,33,43,5,1,5,1,3,3,1,0,3,14,3,1,0,false
    0,0,0,0,0,0,0,0,3,2,2,10,2,3,6,2,9,0.375,0.310345,18,14,3,5,0.310345,18,0,0,0,0,0,40,59,4,2,4,2,7,3,7,1,7,16,3,7,1,40,59,4,2,4,2,7,3,7,1,7,16,3,7,1,false
    0,0,0,0,0,0,0,0,2,2,2,16,2,3,3,4,13,0.666667,0.121212,16,11,2,1,0.113475,16,0,0,0,0,0,116,148,5,0,5,0,9,1,2,0,9,76,1,2,0,125,157,5,0,5,0,12,1,5,0,12,79,1,5,0,false
    0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0588235,1,0,0,2,0.0588235,1,0,0,0,0,0,16,20,8,0,8,0,1,7,1,0,1,1,7,1,0,16,20,8,0,8,0,1,7,1,0,1,1,7,1,0,false
    0.353659,1,4,1,0.188679,0.238095,10,10,5,4,3,14,11,0,0,10,16,0.142857,0.142857,7,3,1,6,0.142857,7,0,0,0,0,0,42,53,0,0,0,0,6,0,6,0,6,18,0,6,0,42,53,0,0,0,0,6,0,6,0,6,18,0,6,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0.5,0.25,3,3,1,1,0.25,3,1,1,0,0,1,9,11,5,1,0,0,2,0,1,0,10,2,1,6,0,9,11,5,1,0,0,2,0,1,0,10,2,1,6,0,false
    0,0,0,0,0,0,0,0,2,5,5,15,14,0,0,19,22,0.25,0.046875,3,3,1,3,0.046875,3,0,0,0,0,0,61,73,1,0,1,0,3,0,3,0,3,36,0,3,0,61,73,1,0,1,0,3,0,3,0,3,36,0,3,0,false
    0,0,0,0,0,0,0,0,1,0,0,4,1,2,0,0,4,0.6,0.342105,13,13,3,2,0.342105,13,0,0,0,0,0,25,40,3,1,3,1,4,1,4,0,4,10,1,4,0,25,40,3,1,3,1,4,1,4,0,4,10,1,4,0,false
    0,0,0,0,0,0,0,0,2,1,1,5,2,0,0,1,5,0.2,0.12,3,3,1,4,0.12,3,0,0,0,0,0,22,29,2,0,2,0,4,0,4,0,4,7,0,4,0,22,29,2,0,2,0,4,0,4,0,4,7,0,4,0,true
    0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,5,8,0.5,0.354839,11,11,2,2,0.354839,11,1,1,0,0,1,20,27,9,8,0,2,3,0,3,0,16,9,0,14,1,20,27,9,8,0,2,3,0,3,0,16,9,0,14,1,false
    0,0,0,0,0,0,0,0,3,6,3,32,4,3,9,5,18,0.25,0.131387,18,13,3,9,0.131387,18,0,0,3,3,0,119,155,9,6,9,6,13,0,11,1,13,67,0,11,1,119,155,9,6,9,6,13,0,11,1,13,67,0,11,1,false
    0.197802,2,2,2,0.157895,0.190476,12,12,0,9,1,17,2,1,1,13,16,0.25,0.1,7,7,1,3,0.1,7,1,1,0,0,1,63,76,18,8,9,2,3,0,3,0,16,41,0,14,1,63,76,18,8,9,2,3,0,3,0,16,41,0,14,1,false
    0,0,0,0,0,0,0,0,0,1,1,10,10,1,0,4,6,0.333333,0.12,3,3,1,2,0.12,3,0,0,0,0,0,22,25,0,2,0,2,2,0,2,0,2,10,0,2,0,22,25,0,2,0,2,2,0,2,0,2,10,0,2,0,false
    0.297521,2,2,2,0.214286,0.255319,12,12,0,6,1,11,3,1,1,10,13,0.25,0.12963,7,7,1,3,0.12963,7,1,1,0,0,1,47,56,15,8,6,2,3,0,3,0,16,29,0,14,1,47,56,15,8,6,2,3,0,3,0,16,29,0,14,1,false
    0,0,0,0,0,0,0,0,2,1,1,8,1,1,1,2,9,0.125,0.0833333,3,3,1,7,0.0833333,3,0,0,0,0,0,33,41,1,3,1,3,7,0,7,1,7,15,0,7,1,33,41,1,3,1,3,7,0,7,1,7,15,0,7,1,false
    0.0599214,1,1,1,0.0371517,0.048583,12,12,2,1,1,15,7,6,5,5,19,0.8,0.191667,23,19,4,1,0.142361,41,0,0,0,0,0,97,143,5,0,5,0,14,0,4,1,14,52,0,4,1,247,323,10,8,10,8,34,0,23,1,34,123,0,23,1,true
    0,0,0,0,0,0,0,0,15,1,1,17,3,1,0,2,17,0.0625,0.192308,10,5,1,15,0.192308,10,0,0,0,0,0,42,68,0,0,0,0,15,0,15,0,15,8,0,15,0,42,68,0,0,0,0,15,0,15,0,15,8,0,15,0,false
    0,0,0,0,0,0,0,0,5,2,2,12,4,4,3,5,13,0.111111,0.313433,21,5,1,8,0.313433,21,0,0,0,0,0,46,71,1,2,1,2,8,0,8,1,8,20,0,8,1,46,71,1,2,1,2,8,0,8,1,8,20,0,8,1,false
    0,0,0,0,0,0,0,0,0,4,3,13,4,1,2,1,3,0.5,0.148936,7,6,1,1,0.148936,7,1,1,0,0,1,40,46,4,5,0,2,2,0,1,0,8,25,0,7,2,40,46,4,5,0,2,2,0,1,0,8,25,0,7,2,false
    0,0,0,0,0,0,0,0,1,1,1,5,5,0,0,2,6,0.5,0.192308,5,4,2,2,0.192308,5,1,1,0,0,1,21,30,6,5,1,1,4,0,3,1,13,5,0,12,4,21,30,6,5,1,1,4,0,3,1,13,5,0,12,4,false
    0,0,0,0,0,0,0,0,0,3,3,12,9,1,1,7,11,0.25,0.0681818,3,3,1,3,0.0681818,3,2,2,0,0,1,41,51,3,8,2,3,4,1,3,0,18,22,1,11,0,41,51,3,8,2,3,4,1,3,0,18,22,1,11,0,false
    0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,2,5,0.333333,0.176471,3,3,1,2,0.176471,3,1,1,0,0,1,14,18,6,5,1,1,3,0,2,0,12,3,0,11,3,14,18,6,5,1,1,3,0,2,0,12,3,0,11,3,false
    0,0,0,0,0,0,0,0,1,4,4,20,10,1,1,13,18,0.2,0.0508475,3,3,1,4,0.0508475,3,2,2,0,0,1,56,63,2,8,1,3,5,0,4,0,19,26,0,12,0,56,63,2,8,1,3,5,0,4,0,19,26,0,12,0,false
    0,0,0,0,0,0,0,0,2,6,6,12,7,3,1,9,13,0.2,0.0980392,5,5,1,4,0.0980392,5,0,0,0,0,0,46,53,2,0,2,0,4,1,4,0,4,18,1,4,0,46,53,2,0,2,0,4,1,4,0,4,18,1,4,0,false
    0,0,0,0,0,0,0,0,1,7,3,35,14,1,1,6,13,0.2,0.046729,5,4,1,4,0.046729,5,0,0,0,0,0,102,111,2,5,2,5,7,0,4,0,7,62,0,4,0,102,111,2,5,2,5,7,0,4,0,7,62,0,4,0,false
    0,0,0,0,0,0,0,0,1,3,3,22,6,12,12,8,20,0.333333,0.15,18,16,4,8,0.132353,18,0,0,0,0,0,102,146,9,7,9,7,12,4,11,1,12,53,4,11,1,118,162,9,7,9,7,13,4,12,1,13,62,4,12,1,false
    0.0216942,1,5,1,0.0249584,0.0367647,15,15,4,2,2,20,11,7,0,13,28,0.222222,0.0720721,16,8,2,7,0.190476,96,0,0,0,0,0,206,306,15,0,15,0,15,0,8,0,15,136,0,8,0,408,601,19,5,19,5,39,3,28,0,39,230,3,28,0,true
    0,0,0,0,0,0,0,0,1,1,1,7,2,1,0,1,5,1,0.458333,22,22,5,0,0.458333,22,0,0,0,0,0,26,50,2,1,2,1,4,0,4,2,4,9,0,4,2,26,50,2,1,2,1,4,0,4,2,4,9,0,4,2,false
    0,0,0,0,0,0,0,0,6,1,1,11,4,1,0,6,15,0.1,0.191489,9,5,1,9,0.163636,9,0,0,0,0,0,38,54,2,0,2,0,9,0,9,0,9,12,0,9,0,46,62,2,0,2,0,10,0,10,0,18,16,0,18,0,false
    0,0,0,0,0,0,0,0,4,5,5,13,1,0,0,3,7,0.2,0.102564,4,3,1,4,0.102564,4,0,0,0,0,0,35,44,0,0,0,0,4,0,4,0,4,16,0,4,0,35,44,0,0,0,0,4,0,4,0,4,16,0,4,0,false
    0,0,0,0,0,0,0,0,4,1,1,8,3,1,1,1,8,0.125,0.152174,7,4,1,7,0.106061,7,0,0,0,0,0,39,57,4,1,4,1,7,1,7,0,7,16,1,7,0,59,77,4,1,4,1,8,1,8,0,8,26,1,8,0,false
    0,0,0,0,0,0,0,0,2,1,1,6,4,0,0,7,11,0.2,0.25,8,4,1,4,0.25,8,0,0,0,0,0,24,35,1,0,1,0,4,0,4,0,4,9,0,4,0,24,35,1,0,1,0,4,0,4,0,4,9,0,4,0,false
    0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,2,7,0.166667,0.269231,7,5,1,5,0.269231,7,0,0,0,0,0,19,29,1,1,1,1,5,0,5,0,5,6,0,5,0,19,29,1,1,1,1,5,0,5,0,5,6,0,5,0,false
    0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,2,5,0.25,0.148148,4,4,1,3,0.148148,4,0,0,0,0,0,23,29,3,0,3,0,3,2,3,0,3,11,2,3,0,23,29,3,0,3,0,3,2,3,0,3,11,2,3,0,false
    0,0,0,0,0,0,0,0,1,3,2,17,5,2,1,8,15,0.142857,0.0853659,7,5,1,6,0.0752688,7,0,0,0,0,0,75,98,6,3,6,3,7,1,6,0,7,42,1,6,0,86,109,6,3,6,3,8,1,7,0,8,46,1,7,0,false
    0,0,0,0,0,0,0,0,3,1,1,10,4,0,0,7,14,0.142857,0.12,6,5,1,6,0.103448,6,0,0,0,0,0,44,54,1,0,1,0,7,0,6,0,7,19,0,6,0,52,64,1,0,1,0,9,0,8,0,17,21,0,16,0,false
    0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,8,0.25,0.222222,6,5,1,3,0.115385,6,0,0,0,0,0,21,29,0,1,0,1,5,0,3,1,5,8,0,3,1,46,58,0,1,0,1,8,0,6,1,8,20,0,6,1,false
    0,0,0,0,0,0,0,0,4,5,5,31,7,2,2,9,18,0.166667,0.0769231,10,5,1,5,0.0662651,11,3,3,0,0,1,120,154,47,15,3,0,9,0,5,0,84,68,18,52,6,155,195,49,17,3,0,13,0,8,0,94,87,18,61,7,false
    0,0,0,0,0,0,0,0,2,0,0,4,5,0,0,4,7,0.25,0.285714,6,6,1,3,0.285714,6,2,2,0,0,1,15,19,5,8,0,1,3,0,3,0,13,3,4,13,1,15,19,5,8,0,1,3,0,3,0,13,3,4,13,1,false
    0,0,0,0,0,0,0,0,1,1,1,4,5,1,0,5,6,0.5,0.25,3,3,1,1,0.25,3,3,3,0,0,1,9,11,13,13,0,0,1,0,1,0,35,3,0,22,9,9,11,13,13,0,0,1,0,1,0,35,3,0,22,9,false
    0,0,0,0,0,0,0,0,2,6,4,20,3,1,1,3,9,0.25,0.1375,11,5,1,3,0.1375,11,0,0,0,0,0,69,93,2,0,2,0,6,1,3,0,6,37,1,3,0,69,93,2,0,2,0,6,1,3,0,6,37,1,3,0,false
    0.238727,2,17,5,0.238095,0.333333,30,30,2,3,3,15,0,1,2,0,2,1,0.302326,39,27,3,0,0.302326,39,0,0,0,0,0,90,126,0,0,0,0,2,0,2,0,2,66,0,2,0,90,126,0,0,0,0,2,0,2,0,2,66,0,2,0,false
    0,0,0,0,0,0,0,0,3,0,0,5,1,1,1,0,5,0.166667,0.111111,3,3,1,5,0.111111,3,0,0,0,0,0,24,33,2,0,2,0,5,1,5,0,5,7,1,5,0,24,33,2,0,2,0,5,1,5,0,5,7,1,5,0,false
    0,0,0,0,0,0,0,0,1,3,3,47,7,12,20,3,25,0.1,0.0328638,7,6,2,18,0.0328638,7,0,0,0,0,0,206,246,11,6,11,6,22,0,19,4,22,118,0,19,4,206,246,11,6,11,6,22,0,19,4,22,118,0,19,4,false
    0,0,0,0,0,0,0,0,1,2,2,29,4,7,10,11,26,0.142857,0.149254,20,8,2,12,0.149254,20,0,0,0,0,0,114,149,2,2,2,2,15,1,13,1,15,66,1,13,1,114,149,2,2,2,2,15,1,13,1,15,66,1,13,1,false
    0,0,0,0,0,0,0,0,5,2,2,10,5,0,0,6,13,0.125,0.288889,13,9,1,7,0.288889,13,1,1,0,0,1,32,44,0,1,0,1,7,0,7,0,7,11,0,7,0,32,44,0,1,0,1,7,0,7,0,7,11,0,7,0,false
    0,0,0,0,0,0,0,0,0,2,2,3,6,0,0,8,9,0.5,0.12,3,3,1,1,0.0769231,3,1,1,0,0,1,22,24,1,1,1,1,1,0,1,0,1,11,0,1,0,36,38,1,1,1,1,2,0,2,0,2,18,0,2,0,false
    0,0,0,0,0,0,0,0,1,3,3,15,1,2,0,0,7,0.5,0.510417,49,48,1,1,0.510417,49,1,1,2,2,1,47,104,1,2,1,2,7,0,1,0,7,25,0,1,0,47,104,1,2,1,2,7,0,1,0,7,25,0,1,0,false
    0,0,0,0,0,0,0,0,1,1,1,7,0,1,1,0,6,0.166667,0.0857143,3,3,1,5,0.0652174,3,0,0,0,0,0,32,40,2,3,2,3,6,0,5,0,6,12,0,5,0,43,52,2,3,2,3,7,0,6,0,7,17,0,6,0,false
    0,0,0,0,0,0,0,0,2,1,1,4,2,0,0,1,4,0.5,0.130435,3,3,1,1,0.130435,3,2,2,0,0,1,20,25,3,2,2,1,3,0,1,0,7,6,0,1,0,20,25,3,2,2,1,3,0,1,0,7,6,0,1,0,false
    0,0,0,0,0,0,0,0,4,3,3,17,0,3,3,0,9,0.166667,0.215054,20,19,1,5,0.165414,22,0,0,0,0,0,73,102,2,3,2,3,9,0,5,0,9,35,0,5,0,111,150,2,3,2,3,12,0,7,0,12,54,0,7,0,false
    0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,1,4,1,0.166667,3,3,1,0,0.166667,3,2,2,0,0,1,15,19,2,2,1,1,3,0,0,0,7,3,0,1,0,15,19,2,2,1,1,3,0,0,0,7,3,0,1,0,false
    0,0,0,0,0,0,0,0,1,2,2,8,2,0,0,2,4,0.5,0.195122,8,8,1,1,0.195122,8,0,0,0,0,0,33,39,0,0,0,0,2,0,1,0,2,20,0,1,0,33,39,0,0,0,0,2,0,1,0,2,20,0,1,0,false
    0.348993,2,8,2,0.272727,0.297297,12,11,1,3,3,7,4,1,1,2,4,0.5,0.075,3,3,1,1,0.075,3,0,0,0,0,0,37,44,4,0,4,0,2,3,1,0,2,16,3,1,0,37,44,4,0,4,0,2,3,1,0,2,16,3,1,0,true
    0,0,0,0,0,0,0,0,1,1,1,11,5,3,3,5,11,0.166667,0.106383,5,5,1,5,0.0746269,5,0,0,0,0,0,42,53,2,4,2,4,6,0,5,0,6,19,0,5,0,62,80,5,7,5,7,10,0,8,0,10,25,0,8,0,false
    0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,3,0.333333,0.153846,4,3,1,2,0.153846,4,0,0,0,0,0,22,30,2,0,2,0,2,1,2,0,2,11,1,2,0,22,30,2,0,2,0,2,1,2,0,2,11,1,2,0,false
    0,0,0,0,0,0,0,0,1,1,1,9,2,2,6,3,7,0.2,0.107143,3,3,1,4,0.107143,3,1,1,0,0,1,25,33,3,2,3,2,4,0,4,0,4,8,0,4,0,25,33,3,2,3,2,4,0,4,0,4,8,0,4,0,false
    0,0,0,0,0,0,0,0,1,1,1,8,5,1,1,4,9,0.2,0.375,18,6,1,4,0.375,18,1,1,0,0,1,30,52,3,2,3,2,5,0,4,0,5,13,0,4,0,30,52,3,2,3,2,5,0,4,0,5,13,0,4,0,false
