@RELATION PROMISE-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE ca NUMERIC
    @ATTRIBUTE ce NUMERIC
    @ATTRIBUTE npm NUMERIC
    @ATTRIBUTE lcom3 NUMERIC
    @ATTRIBUTE loc NUMERIC
    @ATTRIBUTE dam NUMERIC
    @ATTRIBUTE moa NUMERIC
    @ATTRIBUTE mfa NUMERIC
    @ATTRIBUTE cam NUMERIC
    @ATTRIBUTE ic NUMERIC
    @ATTRIBUTE cbm NUMERIC
    @ATTRIBUTE amc NUMERIC
    @ATTRIBUTE max_cc NUMERIC
    @ATTRIBUTE avg_cc NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,3,2,19,9,16,27,17,25,0.222222,0.136612,25,22,2,7,0.084507,30,0,0,0,0,0,158,202,14,0,14,0,8,0,8,3,8,96,0,8,3,325,409,17,2,17,2,19,0,18,3,19,183,0,18,3,14,5,0,20,72,37,17,11,8,0.857142857,533,0.928571429,3,0.98048048,0.257142857,2,5,36.07142857,6,1.7857,true
    0,0,0,0,0,0,0,0,2,0,0,3,4,2,1,3,6,0,0,0,0,0,4,0.03,3,1,1,0,0,1,20,23,1,0,0,0,3,0,3,0,4,8,0,4,0,97,119,6,0,5,0,6,0,4,0,7,55,0,5,0,6,7,0,6,18,13,3,4,3,0.8,55,1,0,0.992401216,0.25,0,0,8,1,0.8333,true
    0.159389,1,10,2,0.11236,0.163934,30,30,4,4,4,47,0,1,2,0,17,0.529412,0.318519,86,82,9,8,0.318519,86,0,0,0,0,0,184,267,10,5,10,5,17,2,16,0,17,131,2,16,0,184,267,10,5,10,5,17,2,16,0,17,131,2,16,0,17,1,0,1,37,100,1,0,16,0.7,691,0.8,0,0,0.323529412,0,0,39.05882353,13,2.1176,false
    0,0,0,0,0,0,0,0,2,2,2,8,8,2,1,4,7,0.25,0.0410959,3,3,1,3,0.0243902,3,1,1,0,0,1,70,96,4,0,3,0,3,0,3,0,4,55,0,4,0,120,155,4,1,3,1,6,0,6,0,7,81,0,7,0,6,7,0,8,47,9,3,8,3,0.8,311,1,0,0.992401216,0.388888889,0,0,50.33333333,1,0.8333,false
    0.187433,6,51,11,0.184492,0.253465,138,128,1,5,5,89,11,4,4,27,38,0.5,0.231563,157,85,2,2,0.231563,157,1,1,0,0,1,521,748,14,0,14,0,11,7,3,0,15,270,7,7,4,521,748,14,0,14,0,11,7,3,0,15,270,7,7,4,11,2,0,10,96,21,2,10,3,0.828571429,1272,0.5,3,0.333333333,0.236363636,0,0,113.3636364,17,4.9091,true
    0,0,0,0,0,0,0,0,1,1,1,12,4,4,3,6,15,0.1,0.333333,42,10,1,9,0.333333,42,1,1,0,0,1,84,105,11,6,4,2,9,1,9,0,30,33,7,30,0,84,105,11,6,4,2,9,1,9,0,30,33,7,30,0,10,2,0,5,28,13,3,4,9,0.722222222,230,0.75,1,0.724137931,0.472222222,1,3,21.6,3,1.2,true
    0,0,0,0,0,0,0,0,1,2,2,10,3,3,0,3,8,0.166667,0.138889,10,6,1,5,0.138889,10,1,1,0,0,1,62,77,10,6,3,2,5,1,5,0,26,25,7,26,0,62,77,10,6,3,2,5,1,5,0,26,25,7,26,0,6,2,0,4,20,13,1,3,5,0.95,126,0.75,0,0.807692308,0.541666667,1,3,19.33333333,4,1.3333,false
    0.126871,1,18,3,0.06,0.0833333,30,30,10,7,5,80,10,4,0,17,36,0.15,0.135198,58,18,3,17,0.135198,58,1,1,0,0,1,371,500,11,8,4,4,19,2,19,1,40,194,8,40,1,371,500,11,8,4,4,19,2,19,1,40,194,8,40,1,21,2,0,12,94,198,5,9,19,0.94,981,0.6,0,0.525,0.375,2,4,45.47619048,16,3.1905,true
    0,0,0,0,0,0,0,0,3,1,1,9,4,0,0,4,10,0.142857,0.0847458,5,5,1,6,0.0847458,5,1,1,0,0,1,54,59,7,6,0,2,6,0,6,0,27,18,6,27,0,54,59,7,6,0,2,6,0,6,0,27,18,6,27,0,6,2,0,4,19,15,1,4,6,2,93,0,0,0.807692308,0.5,1,3,14.5,2,1,true
    0,0,0,0,0,0,0,0,10,1,1,30,6,24,39,7,29,1,0.650367,266,205,23,0,0.615034,270,0,0,4,4,0,143,390,7,5,7,5,22,6,22,0,22,47,6,22,0,169,419,16,5,16,5,24,15,24,0,24,54,15,24,0,22,1,4,23,36,175,20,6,22,0.993197279,239,0.142857143,0,0,0.392045455,0,0,9.545454545,4,1.3182,true
    0,0,0,0,0,0,0,0,2,3,3,28,7,33,65,12,29,1,0.478723,135,79,17,0,0.442623,135,0,0,0,0,0,147,256,8,8,8,8,17,0,16,0,17,43,0,16,0,170,281,8,8,8,8,19,0,18,0,19,53,0,18,0,23,1,0,39,64,159,33,13,16,0.858585859,300,1,3,0,0.103896104,0,0,11.65217391,9,1.4783,true
    0.106369,8,45,15,0.0801734,0.103903,222,189,2,16,4,382,43,142,269,110,204,1,0.239121,566,407,68,0,0.235488,572,0,0,0,0,0,1801,2697,24,30,24,30,94,0,67,4,94,1006,0,67,4,1857,2769,24,30,24,30,96,0,69,4,96,1041,0,69,4,99,1,0,162,325,4043,137,48,67,0.915102041,4367,1,7,0,0.059417706,0,0,42.85858586,56,4.0707,true
    0,0,0,0,0,0,0,0,1,1,1,6,4,11,22,3,8,0.833333,0.566667,51,51,5,1,0.566667,51,2,2,0,0,1,39,100,13,4,11,3,5,9,5,0,13,9,9,13,0,39,100,13,4,11,3,5,9,5,0,13,9,9,13,0,6,3,0,14,14,5,11,5,5,0.927272727,81,0.181818182,1,0.6,0.4,1,1,10.66666667,1,0.6667,false
    0,0,0,0,0,0,0,0,1,1,1,8,3,3,3,4,11,0.875,0.480519,37,30,7,1,0.480519,37,1,1,0,0,1,40,72,5,5,3,4,7,0,7,1,13,12,0,13,1,40,72,5,5,3,4,7,0,7,1,13,12,0,13,1,7,2,0,6,15,9,2,4,7,0.722222222,64,1,1,0.454545455,0.357142857,1,1,7.714285714,1,0.8571,false
    0,0,0,0,0,0,0,0,1,1,1,5,3,2,4,3,7,0.8,0.518519,28,28,4,1,0.518519,28,2,2,0,0,1,26,56,6,3,4,2,4,3,4,0,12,7,3,12,0,26,56,6,3,4,2,4,3,4,0,12,7,3,12,0,5,3,0,5,13,4,2,4,4,0.875,50,0.25,0,0.666666667,0.5,1,1,8.2,1,0.6,false
    0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,4,1,0.633333,19,19,3,0,0.633333,19,2,2,0,0,1,11,19,2,2,0,1,2,0,2,0,10,2,0,10,0,11,19,2,2,0,1,2,0,2,0,10,2,0,10,0,2,3,0,5,4,1,1,4,2,2,10,0,0,0.857142857,0.75,0,0,4,1,0.5,false
    0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,1,0.611111,11,11,2,0,0.611111,11,2,2,0,0,1,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,1,3,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,false
    0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,1,0.631579,12,12,2,0,0.631579,12,2,2,0,0,1,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,1,3,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,false
    0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,1,0.611111,11,11,2,0,0.611111,11,2,2,0,0,1,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,1,3,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,false
    0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,2,1,0.631579,12,12,2,0,0.631579,12,2,2,0,0,1,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,1,3,0,8,2,0,6,2,1,2,5,0,0,1,1,0,0,4,0,0,false
    0,0,0,0,0,0,0,0,0,0,0,1,3,2,9,1,2,1,0.611111,11,11,2,0,0.611111,11,2,2,0,0,1,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,7,11,2,1,0,0,1,0,1,0,9,1,0,9,0,1,3,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,false
    0,0,0,0,0,0,0,0,1,1,1,4,1,4,3,2,5,0.75,0.536585,22,15,3,1,0.536585,22,1,1,0,0,1,19,32,3,2,1,1,3,0,3,0,9,6,0,9,0,19,32,3,2,1,1,3,0,3,0,9,6,0,9,0,3,2,0,6,9,0,4,2,3,0,34,1,0,0.714285714,0.666666667,1,1,10,1,0.6667,false
    0,0,0,0,0,0,0,0,1,1,1,5,3,2,4,3,7,0.8,0.5,25,25,4,1,0.5,25,2,2,0,0,1,25,51,5,3,3,2,4,2,4,0,12,7,2,12,0,25,51,5,3,3,2,4,2,4,0,12,7,2,12,0,5,3,0,6,13,4,2,4,4,0.833333333,47,0.333333333,0,0.666666667,0.5,1,1,7.8,1,0.6,false
    0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,11,13,2,0,2,0,2,0,0,0,2,2,0,0,0,11,13,2,0,2,0,2,0,0,0,2,2,0,0,0,2,1,0,2,3,1,2,0,0,1,16,0,0,0,0.75,0,0,6,0,0,false
    0.136842,2,8,2,0.14966,0.17094,22,20,2,2,2,23,4,3,3,5,15,0,0,0,0,0,9,0,0,0,0,0,0,0,99,117,1,4,1,4,10,0,8,1,10,43,0,8,1,124,147,2,4,2,4,12,0,9,1,12,53,0,9,1,10,2,0,8,29,3,4,5,8,0.333333333,189,0,0,0.666666667,0.425,1,2,17.8,4,1.9,false
    0,0,0,0,0,0,0,0,1,1,1,6,8,4,1,12,15,0.5,0.0886076,7,7,1,1,0.0534351,7,2,2,0,0,1,72,93,9,2,5,0,3,0,1,0,13,51,0,6,0,124,147,9,2,5,0,6,0,4,0,16,70,0,9,0,7,6,0,9,58,5,4,8,1,0.733333333,300,1,1,0.991017964,0.5,4,12,41.14285714,5,1.7143,true
    0.405797,2,5,5,0.36036,0.333333,40,30,1,4,1,7,2,1,1,7,10,0,0.09,9,1,0,4,0.09,9,2,2,0,0,1,91,111,12,2,8,0,3,0,3,0,13,43,0,8,0,91,111,12,2,8,0,3,0,3,0,13,43,0,8,0,3,6,0,3,17,1,1,2,3,0.5,263,1,0,0.996987952,1,2,4,84,5,2,true
    0.490385,1,1,1,0.272727,0.333333,18,18,1,0,0,5,4,2,1,4,9,0.5,0.145833,7,7,1,1,0.111111,7,2,2,0,0,1,41,50,7,2,3,0,5,1,1,0,15,20,1,6,0,56,66,7,2,3,0,6,1,2,0,16,26,1,7,0,8,6,0,5,31,20,2,4,1,0.761904762,123,0.666666667,1,0.991017964,0.5,4,12,14,2,0.875,true
    0.442971,9,19,9,0.371069,0.416058,59,57,1,1,1,15,3,2,3,5,13,0,0,0,0,0,7,0.0137931,2,0,0,0,0,0,97,107,1,4,1,4,8,0,6,1,8,40,0,6,1,143,159,4,5,4,5,11,0,8,1,11,54,0,8,1,8,2,0,5,20,0,2,3,6,0.285714286,174,1,0,0.695652174,0.40625,1,2,20.625,2,1.375,false
    0.40885,4,4,4,0.318519,0.308411,43,33,2,3,1,8,6,2,2,5,9,0,0.0408163,4,1,0,5,0.0350877,4,1,1,0,0,1,94,119,9,1,8,1,4,0,4,0,5,65,0,5,0,110,135,9,1,8,1,5,0,5,0,6,73,0,6,0,10,7,0,7,56,21,2,6,4,0.833333333,384,1,0,0.986404834,0.3,0,0,36.6,5,1.3,false
    0.4324,4,9,4,0.309859,0.325843,66,58,1,2,2,16,8,6,6,7,12,0.5,0.0756303,9,8,1,1,0.0459184,9,2,2,0,0,1,110,131,11,3,7,1,5,0,1,0,15,75,0,6,0,187,213,13,3,9,1,10,0,5,0,20,110,0,10,0,13,6,0,13,65,46,7,9,1,0.785714286,438,1,0,0.982195846,0.333333333,2,4,32.15384615,9,2.2308,true
    0,0,0,0,0,0,0,0,1,1,1,6,5,1,1,11,16,0,0.0243902,2,1,0,4,0.0194175,2,2,2,0,0,1,80,100,9,2,5,0,5,0,3,0,15,50,0,8,0,101,122,9,3,5,1,7,0,4,0,17,53,0,9,0,5,6,0,6,51,6,2,5,3,0.75,260,1,1,0.993993994,1,2,4,50,3,1.4,true
    0.221569,12,13,13,0.213675,0.188889,25,17,1,2,2,5,3,1,1,9,12,0,0.125,13,2,0,2,0.125,13,2,2,0,0,1,91,117,15,2,11,0,3,0,1,0,13,58,0,6,0,91,117,15,2,11,0,3,0,1,0,13,58,0,6,0,3,6,0,4,23,1,1,3,1,0.5,330,1,0,0.996987952,1,2,4,105.3333333,3,1.3333,true
    0.381426,10,23,23,0.380368,0.33871,62,42,1,3,3,9,3,1,1,9,12,0,0.118056,17,2,0,2,0.118056,17,2,2,0,0,1,127,163,17,2,13,0,3,0,1,0,13,72,0,6,0,127,163,17,2,13,0,3,0,1,0,13,72,0,6,0,3,6,0,4,34,1,1,3,1,0.5,370,1,0,0.996987952,1,2,4,118,5,2.6667,false
    0.326781,3,5,3,0.319328,0.326733,38,33,1,2,1,10,3,1,1,8,11,0,0.0188679,2,1,0,4,0.0188679,2,2,2,0,0,1,104,119,11,2,7,0,3,0,3,0,13,51,0,8,0,104,119,11,2,7,0,3,0,3,0,13,51,0,8,0,3,6,0,4,27,1,1,3,3,0.5,238,1,1,0.996987952,1,2,4,76,3,1.6667,false
    0.202284,8,8,8,0.2,0.169355,31,21,1,3,1,10,2,2,1,8,11,0,0.0970149,13,1,0,4,0.0935252,13,2,2,0,0,1,121,150,17,2,13,0,3,0,3,0,13,69,0,8,0,126,155,17,2,13,0,4,0,4,0,14,70,0,9,0,5,6,0,4,35,0,2,3,3,0.711538462,386,1,0,0.993993994,0.5,3,5,73.6,6,2,true
    0,0,0,0,0,0,0,0,1,1,1,8,5,2,2,9,15,0,0.0133333,2,2,0,2,0.0152672,4,2,2,0,0,1,148,179,23,2,19,0,6,0,1,0,16,93,0,6,0,258,300,42,2,38,0,10,0,2,0,20,155,0,7,0,12,6,0,6,38,28,3,5,1,0.392344498,645,1,2,0.983655275,0.5,1,3,51.16666667,5,1.4167,true
    0.682819,17,24,20,0.580952,0.6,61,51,1,1,1,5,3,1,1,9,12,0,0.0851064,8,2,0,2,0.0851064,8,2,2,0,0,1,86,105,14,2,10,0,3,0,1,0,13,49,0,6,0,86,105,14,2,10,0,3,0,1,0,13,49,0,6,0,3,6,0,4,24,1,1,3,1,0.5,253,1,1,0.996987952,1,1,3,80,1,0.6667,true
    0,0,0,0,0,0,0,0,1,2,2,16,11,4,1,11,19,0.5,0.0747664,8,7,1,1,0.034965,10,2,2,0,0,1,99,132,9,2,5,0,8,0,1,0,18,62,0,6,0,276,331,12,7,8,5,23,0,14,1,33,129,0,19,1,13,6,0,11,60,50,5,10,1,0.816666667,361,1,1,0.982195846,0.243589744,4,12,26.38461538,5,1.9231,false
    0,0,0,0,0,0,0,0,1,4,2,15,4,1,1,7,12,0.2,0.322148,48,2,1,4,0.322148,48,1,1,0,0,1,101,117,8,1,7,1,5,0,4,0,6,64,0,5,0,101,117,8,1,7,1,5,0,4,0,6,64,0,5,0,5,7,0,5,52,2,1,4,4,0.642857143,380,1,0,0.99391172,0.4,0,0,73.6,6,2.6,false
    0.5,1,1,1,0.272727,0.333333,18,18,1,0,0,5,4,4,1,4,9,0.5,0.145833,7,7,1,1,0.111111,7,2,2,0,0,1,41,50,7,2,3,0,5,1,1,0,15,20,1,6,0,56,66,7,2,3,0,6,1,2,0,16,26,1,7,0,8,6,0,6,31,20,4,4,1,0.761904762,123,0.666666667,1,0.991017964,0.5,4,12,14,2,0.875,true
    0.462604,9,19,9,0.34507,0.391667,49,47,1,1,1,14,4,2,3,5,13,0,0,0,0,0,7,0.0232558,3,0,0,0,0,0,78,88,1,4,1,4,8,0,6,1,8,35,0,6,1,126,142,4,5,4,5,11,0,8,1,11,50,0,8,1,8,2,0,6,19,0,2,4,6,0.285714286,157,1,0,0.695652174,0.40625,1,2,18.5,2,1.375,false
    0.739583,17,39,35,0.655405,0.641026,97,75,1,1,1,7,3,1,1,8,11,0,0.0992366,13,1,0,4,0.0992366,13,2,2,0,0,1,118,148,16,2,12,0,3,0,3,0,13,61,0,8,0,118,148,16,2,12,0,3,0,3,0,13,61,0,8,0,3,6,0,4,24,1,1,3,3,0.5,321,1,1,0.996987952,1,2,4,102,3,1.6667,false
    0.243381,4,4,4,0.182203,0.170103,43,33,2,3,3,13,10,2,2,6,11,0,0.0299401,5,1,0,5,0.0243902,5,1,1,0,0,1,162,196,14,1,13,1,5,0,4,0,6,109,0,5,0,200,236,14,1,13,1,6,0,5,0,7,131,0,6,0,13,7,0,10,72,44,2,9,4,0.782051282,631,1,0,0.981954887,0.217948718,0,0,46.53846154,7,1.7692,false
    0.40444,5,11,6,0.318339,0.340426,92,80,1,3,3,16,12,4,3,12,16,0.5,0.0729927,10,7,1,1,0.0390625,10,2,2,0,0,1,127,160,13,2,9,0,4,0,1,0,14,91,0,6,0,246,289,19,4,15,2,12,0,7,0,22,140,0,12,0,13,6,0,14,75,44,4,13,1,0.814814815,517,1,0,0.982195846,0.5,3,5,38.07692308,12,2.3077,true
    0,0,0,0,0,0,0,0,2,1,1,24,6,1,2,5,15,0,0.140351,16,0,0,10,0.109589,16,0,0,0,0,0,98,113,1,5,1,5,10,0,9,1,10,41,0,9,1,130,149,5,5,5,5,13,0,10,1,13,54,0,10,1,11,2,0,7,30,25,3,6,9,0.833333333,198,1,0,0.615384615,0.386363636,1,2,16.72727273,4,1.8182,false
    0.0748408,1,4,2,0.0854093,0.0944206,24,22,1,2,2,17,9,3,2,11,15,0,0.00552486,1,1,0,3,0.00409836,1,1,1,0,0,1,180,213,17,0,16,0,4,0,2,0,5,111,0,3,0,243,281,17,0,16,0,6,0,4,0,7,145,0,5,0,12,7,0,9,72,40,3,8,2,0.943181818,687,0.875,1,0.983433735,0.222222222,1,3,54.91666667,5,1.25,true
    0,0,0,0,0,0,0,0,1,4,4,10,7,6,3,6,11,1,0.101695,6,4,1,0,0.0460526,14,0,0,0,0,0,53,66,3,0,3,0,5,0,0,0,5,31,0,0,0,290,340,24,1,24,1,20,0,4,0,20,125,0,4,0,5,1,0,11,26,0,4,8,0,0.5,155,0,0,0,0.466666667,0,0,29.4,5,1.8,true
    0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,1,3,0,0.027027,1,1,0,1,0.0212766,2,0,0,0,0,0,36,47,3,1,3,1,2,0,0,0,2,23,0,0,0,92,109,4,1,4,1,6,0,4,0,6,45,0,4,0,7,6,0,7,33,11,4,6,0,0.777777778,145,1,3,0.99086758,0.285714286,0,0,19.28571429,1,0.8571,true
    0.102941,2,5,2,0.134199,0.150754,31,30,2,9,2,44,7,1,1,5,17,0,0.00980392,2,2,0,9,0.00980392,2,2,2,0,0,1,202,231,20,0,20,0,12,0,8,0,25,104,0,21,0,202,231,20,0,20,0,12,0,8,0,25,104,0,21,0,12,2,0,7,38,38,1,7,8,0.863636364,470,1,4,0.541666667,0.319444444,1,3,36.5,12,3.3333,true
    0.0917197,2,5,3,0.0904523,0.0864198,36,28,1,2,2,10,9,3,1,7,9,0,0.015625,2,1,0,2,0.00597015,2,0,0,0,0,0,126,160,8,0,8,0,2,0,1,0,2,94,0,1,0,333,398,14,1,14,1,7,0,5,0,7,200,0,5,0,11,6,0,11,64,27,6,9,1,0.775,595,1,0,0.984871407,0.363636364,0,0,52.36363636,12,1.9091,true
    0.12406,2,4,3,0.152074,0.189655,33,33,1,2,2,13,4,12,7,3,12,0,0.00925926,1,1,0,9,0.0217391,4,0,0,0,0,0,107,136,8,0,8,0,9,0,8,2,9,50,0,8,2,180,217,9,0,9,0,19,0,17,2,19,70,0,17,2,17,6,0,14,59,94,13,9,8,0.8984375,334,1,1,0.976011994,0.213235294,3,6,18.17647059,5,1.3529,true
    0,0,0,0,0,0,0,0,1,2,2,10,2,8,4,2,7,0,0.0232558,1,1,0,1,0.0378151,9,0,0,0,0,0,42,54,1,1,1,1,5,0,0,0,5,20,0,0,0,229,288,5,2,5,2,18,0,6,0,18,118,0,6,0,5,1,0,9,14,0,8,2,0,0,82,1,0,0,0.466666667,0,0,15.2,4,2,false
    0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,2,2,0,1,5,1,0,1,2,2,14,0,0,0.923076923,0.75,0,0,6,1,0.5,false
    0,0,0,0,0,0,0,0,1,6,4,20,5,1,1,5,9,0,0.0111111,1,1,0,5,0.0111111,1,0,0,0,0,0,89,100,3,2,3,2,4,0,4,0,4,43,0,4,0,89,100,3,2,3,2,4,0,4,0,4,43,0,4,0,5,2,0,5,28,2,1,4,4,0.5625,199,1,0,0.935483871,0.466666667,1,7,38,8,2.2,true
    0.252033,1,2,1,0.16129,0.25641,10,10,1,2,2,7,7,1,2,9,13,1,0.322034,19,19,4,0,0.322034,19,2,2,0,0,1,40,62,2,7,1,2,4,0,3,0,13,18,0,11,0,40,62,2,7,1,2,4,0,3,0,13,18,0,11,0,5,2,0,7,22,4,1,6,3,0.625,93,1,0,0.636363636,0.6,0,0,17.2,4,1.4,false
    0,0,0,0,0,0,0,0,1,3,3,35,3,1,1,4,11,0.8,0.347458,82,51,4,1,0.347458,82,1,1,0,0,1,154,274,9,1,9,1,7,0,4,0,7,79,0,4,0,154,274,9,1,9,1,7,0,4,0,7,79,0,4,0,7,1,0,5,16,0,1,4,4,0.666666667,416,1,1,0,0.265306122,0,0,57.14285714,14,4.1429,true
    0.0805369,1,2,1,0.0860927,0.134021,13,13,2,3,3,19,5,2,2,5,14,1,0.318182,42,38,9,0,0.293706,42,1,1,2,2,1,90,140,1,5,1,5,9,0,8,0,9,36,0,8,0,101,151,1,5,1,5,11,0,10,0,11,38,0,10,0,9,1,2,9,24,6,4,7,8,0.375,174,1,0,0,0.296296296,0,0,18.22222222,6,1.8889,false
    0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,0,4,0,0,0,0,0,4,0,0,1,1,0,0,1,23,27,3,0,2,0,4,0,3,0,4,5,1,3,0,23,27,3,0,2,0,4,0,3,0,4,5,1,3,0,4,1,0,2,5,0,1,1,3,0,63,1,0,0,0.666666667,0,0,14.25,2,1.5,false
    0,0,0,0,0,0,0,0,1,1,1,6,3,3,0,1,6,1,0.697368,53,25,6,0,0.697368,53,1,1,0,0,1,23,47,0,4,0,4,5,0,5,0,5,6,0,5,0,23,47,0,4,0,4,5,0,5,0,5,6,0,5,0,6,1,0,6,8,15,3,3,6,2,24,0,0,0,0.555555556,0,0,3,2,1,false
    0.106164,1,2,1,0.0854701,0.111111,10,10,1,3,3,15,5,3,3,7,14,0.333333,0.122642,13,13,2,4,0.122642,13,2,2,0,0,1,93,117,4,8,3,3,7,0,5,0,16,41,0,13,0,93,117,4,8,3,3,7,0,5,0,16,41,0,13,0,8,2,0,8,34,12,2,6,5,0.714285714,223,1,0,0.5,0.291666667,0,0,26.375,8,2,false
    0,0,0,0,0,0,0,0,1,4,4,13,13,3,1,16,19,0,0.0265487,3,1,0,3,0.0243902,3,1,1,0,0,1,110,135,5,0,5,0,3,0,2,0,7,56,0,6,4,120,145,5,0,5,0,5,0,4,0,9,58,0,8,4,6,2,0,14,40,3,3,14,2,0.72,252,1,3,0.5,0.305555556,1,1,40.16666667,10,2.3333,true
    0,0,0,0,0,0,0,0,1,1,1,12,3,4,3,4,10,0,0.0149254,1,0,0,6,0.0149254,1,0,0,0,0,0,66,74,5,2,5,2,6,5,5,0,6,25,5,5,0,66,74,5,2,5,2,6,5,5,0,6,25,5,5,0,6,1,0,8,23,3,4,4,5,0.68,128,0,1,0,0.458333333,0,0,19.5,2,1.3333,true
    0,0,0,0,0,0,0,0,3,6,5,19,11,7,4,9,19,0.1,0.05,6,6,1,9,0.0324324,6,1,2,0,0,2,114,138,7,3,6,3,10,1,9,0,10,59,2,9,0,179,208,7,4,6,4,14,1,13,0,14,88,2,13,0,13,5,0,17,53,54,8,12,9,0.875,303,0.833333333,1,0.981954887,0.261538462,3,12,21.84615385,10,1.6923,true
    0,0,0,0,0,0,0,0,1,2,2,10,8,2,1,15,18,1,0.337209,29,26,4,0,0.337209,29,1,1,0,0,1,57,91,6,0,6,0,3,1,3,0,3,28,1,3,0,57,91,6,0,6,0,3,1,3,0,3,28,1,3,0,4,1,0,11,25,0,2,9,3,0.611111111,145,0.833333333,3,0,0.583333333,0,0,33.75,3,1,true
